id,Date,pH,TDS,Temperature,EC
2668,2025-05-24 08:23:47.456556+00,5.56,101.56,9.94,151.58
2669,2025-05-24 08:43:47.563667+00,5.56,101.56,9.94,151.58
2670,2025-05-24 09:03:47.438057+00,5.65,102.11,10.06,152.4
2671,2025-05-24 09:23:47.448038+00,5.71,102.61,10.13,153.15
2672,2025-05-24 09:43:47.438076+00,5.73,101.56,10.25,151.58
2673,2025-05-24 10:03:47.43013+00,5.87,103.14,10.38,153.94
2674,2025-05-24 10:23:47.438265+00,5.93,103.0,10.5,153.73
2675,2025-05-24 10:43:47.437712+00,6.05,103.37,10.69,154.28
2676,2025-05-24 11:03:47.565064+00,6.16,103.5,10.88,154.48
2677,2025-05-24 11:23:47.450335+00,6.27,103.0,11.12,153.73
2678,2025-05-24 11:43:47.426675+00,6.39,103.37,11.31,154.28
2679,2025-05-24 12:03:47.444659+00,6.5,103.5,11.5,154.48
2680,2025-05-24 12:23:47.463938+00,6.62,103.86,11.69,155.01
2681,2025-05-24 12:43:47.477323+00,6.7,101.8,12.0,151.94
2682,2025-05-24 13:03:47.662542+00,6.8,101.7,12.19,151.79
2683,2025-05-24 13:23:47.457711+00,6.87,101.04,12.37,150.81
2684,2025-05-24 13:43:47.445857+00,6.96,100.72,12.56,150.33
2685,2025-05-24 14:03:47.473674+00,7.02,99.7,12.75,148.81
2686,2025-05-24 14:23:47.674492+00,7.08,99.44,12.88,148.42
2687,2025-05-24 14:43:47.805987+00,7.09,98.16,13.0,146.51
2688,2025-05-24 15:03:47.513369+00,7.15,97.9,13.13,146.12
2689,2025-05-24 15:23:47.663923+00,7.22,98.0,13.25,146.27
2690,2025-05-24 15:43:47.34039+00,7.26,97.28,13.38,145.19
2691,2025-05-24 16:03:47.325314+00,7.3,97.44,13.44,145.43
2692,2025-05-24 16:23:49.70712+00,7.31,96.16,13.56,143.52
2693,2025-05-24 16:43:47.600132+00,7.32,95.64,13.62,142.75
2694,2025-05-24 17:03:47.467149+00,7.33,94.99,13.69,141.78
2695,2025-05-24 17:23:47.453041+00,7.37,95.9,13.69,143.13
2696,2025-05-24 17:43:47.463042+00,7.36,95.68,13.69,142.81
2697,2025-05-24 18:03:47.533474+00,7.32,94.76,13.69,141.43
2698,2025-05-24 18:23:47.527814+00,7.39,96.36,13.69,143.82
2699,2025-05-24 18:43:47.690711+00,7.38,96.13,13.69,143.48
2700,2025-05-24 19:03:47.658268+00,7.36,95.68,13.69,142.81
2701,2025-05-24 19:23:47.512031+00,7.38,95.38,13.75,142.36
2702,2025-05-24 19:43:47.711978+00,7.35,94.69,13.75,141.33
2703,2025-05-24 20:03:47.509399+00,7.38,95.38,13.75,142.36
2704,2025-05-24 20:23:47.500359+00,7.44,96.76,13.75,144.42
2705,2025-05-24 20:43:47.681823+00,7.49,97.9,13.75,146.12
2706,2025-05-24 21:03:47.686455+00,7.47,97.44,13.75,145.43
2707,2025-05-24 21:23:47.49191+00,7.36,94.92,13.75,141.67
2708,2025-05-24 21:43:47.477025+00,7.35,94.69,13.75,141.33
2709,2025-05-24 22:03:47.346833+00,7.36,94.92,13.75,141.67
2710,2025-05-24 22:23:47.481433+00,7.35,94.69,13.75,141.33
2711,2025-05-24 22:43:47.350432+00,7.37,95.15,13.75,142.01
2712,2025-05-24 23:03:47.360572+00,7.36,94.92,13.75,141.67
2713,2025-05-24 23:23:47.34015+00,7.35,94.69,13.75,141.33
2714,2025-05-24 23:43:47.497114+00,7.35,94.69,13.75,141.33
2715,2025-05-25 00:03:47.490491+00,7.37,94.39,13.81,140.88
2716,2025-05-25 00:23:47.508621+00,7.38,94.62,13.81,141.22
2717,2025-05-25 00:43:47.702305+00,7.35,93.94,13.81,140.21
2718,2025-05-25 01:03:47.488499+00,7.36,93.28,13.88,139.22
2719,2025-05-25 01:23:47.488886+00,7.35,93.05,13.88,138.88
2720,2025-05-25 01:43:47.579175+00,7.36,93.28,13.88,139.22
2721,2025-05-25 02:03:48.214437+00,7.38,92.99,13.94,138.79
2722,2025-05-25 02:23:47.499037+00,7.39,93.22,13.94,139.13
2723,2025-05-25 02:43:47.667198+00,7.39,93.22,13.94,139.13
2724,2025-05-25 03:03:47.609397+00,7.4,92.69,14.0,138.34
2725,2025-05-25 03:23:47.518939+00,7.41,92.92,14.0,138.69
2726,2025-05-25 03:43:47.493402+00,7.43,93.38,14.0,139.37
2727,2025-05-25 04:03:47.626301+00,7.42,92.4,14.06,137.91
2728,2025-05-25 04:23:47.619835+00,7.42,92.4,14.06,137.91
2729,2025-05-25 04:43:47.502076+00,7.43,92.63,14.06,138.25
2730,2025-05-25 05:03:47.686387+00,7.43,92.63,14.06,138.25
2731,2025-05-25 05:23:47.606367+00,7.48,92.89,14.13,138.64
2732,2025-05-25 05:43:47.64003+00,7.48,92.89,14.13,138.64
2733,2025-05-25 06:03:47.528009+00,7.43,91.74,14.13,136.93
2734,2025-05-25 06:23:47.599699+00,7.43,91.74,14.13,136.93
2735,2025-05-25 06:43:47.524405+00,7.51,92.83,14.19,138.55
2736,2025-05-25 07:03:47.507798+00,7.48,92.14,14.19,137.52
2737,2025-05-25 07:23:47.533102+00,7.46,90.92,14.25,135.7
2738,2025-05-25 07:43:47.565725+00,7.52,92.3,14.25,137.76
2739,2025-05-25 08:03:47.569604+00,7.5,91.84,14.25,137.07
2740,2025-05-25 08:23:47.521574+00,7.51,91.31,14.31,136.28
2741,2025-05-25 08:43:49.628924+00,7.51,90.43,14.38,134.97
2742,2025-05-25 09:03:47.563202+00,7.54,91.12,14.38,136.0
2743,2025-05-25 09:23:47.538651+00,7.55,90.6,14.44,135.22
2744,2025-05-25 09:43:47.537396+00,7.59,90.76,14.5,135.46
2745,2025-05-25 10:03:47.673324+00,7.58,89.78,14.56,134.0
2746,2025-05-25 10:23:47.892384+00,7.62,89.81,14.63,134.04
2747,2025-05-25 10:43:47.628852+00,7.62,89.06,14.69,132.93
2748,2025-05-25 11:03:47.651249+00,7.67,89.45,14.75,133.51
2749,2025-05-25 11:23:47.817843+00,7.67,87.94,14.87,131.25
2750,2025-05-25 11:43:47.573798+00,7.68,87.29,14.94,130.28
2751,2025-05-25 12:03:47.539146+00,7.71,87.22,15.0,130.18
2752,2025-05-25 12:23:47.547897+00,7.74,87.15,15.06,130.07
2753,2025-05-25 12:43:47.432222+00,7.79,85.91,15.25,128.22
2754,2025-05-25 13:03:47.598455+00,7.82,84.96,15.38,126.81
2755,2025-05-25 13:23:47.558703+00,7.86,83.62,15.56,124.81
2756,2025-05-25 13:43:50.728971+00,7.94,83.06,15.75,123.97
2757,2025-05-25 14:03:47.624018+00,8.01,81.52,16.0,121.67
2758,2025-05-25 14:23:47.779688+00,8.09,79.46,16.31,118.6
2759,2025-05-25 14:43:47.587035+00,8.14,78.97,16.44,117.87
2760,2025-05-25 15:03:47.580294+00,8.2,77.2,16.69,115.22
2761,2025-05-25 15:23:47.569917+00,8.26,76.31,16.87,113.9
2762,2025-05-25 15:43:47.431874+00,8.28,74.38,17.06,111.01
